Titulo,Compañia,Experiencia,Salario,Ubicacion,Fecha,Requisitos
Cloud DevOps Engineer (full remote working),lastminute.com,4,Sin informacion,Barcelona,08-12-2022,"['Go', 'Java', 'Python', 'AWS', 'Docker', 'Kubernetes']"
(Senior) JavaScript Engineer (m/f/d),ePages GmbH,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Jest', 'CSS', 'HTML', 'JavaScript', 'Node', 'React', 'Redux', 'TypeScript', 'Vue', 'Linux', 'GIT', 'Jenkins', 'Docker', 'Windows', 'Agile']"
Backend Developer Javascript,Softonic,3,Sin informacion,Barcelona,08-12-2022,"['Jest', 'Vanilla', 'CSS', 'Less', 'Sass', 'HTML5', 'JavaScript', 'Next', 'Node', 'React', 'Vue', 'MySQL', 'Elasticsearch', 'Redis', 'GIT', 'Docker', 'Kubernetes', 'Agile', 'Kanban', 'Scrum', 'Basis']"
Cloud Platform Engineer,Novatec Software Engineering España SL,Sin informacion,20.000€,Madrid,06-01-2023,"['Go', 'Next', 'Python', 'DNS', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Agile', 'Scrum', 'Basis']"
.NET Developer,EcoVadis,5,Sin informacion,Barcelona,05-01-2023,"['Core', 'API', 'C', 'MS SQL', 'SQL', 'Elasticsearch', 'SQL Server', 'Selenium', 'Docker', 'Agile']"
DevOps Engineer,Nuvolar,4,Sin informacion,Barcelona,13-12-2022,"['Kickoff', 'MEAN', 'API', 'Linux', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Agile', 'Basis']"
SENIOR JAVA DEVELOPER,Euronovate Group,3,Sin informacion,Asturias,08-12-2022,"['Java', 'JPA', 'JUnit', 'Maven', 'Spring', 'Next', 'GIT', 'Docker', 'Agile', 'Scrum', 'Basis']"
Fullstack Developer javascript,Odilo,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'API', 'CSS', 'HTML', 'JavaScript', 'REST', 'Access', 'EDGE', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'JIRA', 'Agile']"
Senior Software Engineer (Java),Prodly,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Java', 'JPA', 'Hibernate', 'Spring', 'Next', 'SQL', 'AWS', 'Salesforce']"
Senior Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Express', 'Nodejs', 'Node', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'AWS', 'GIT', 'Docker', 'JIRA', 'Agile']"
Backend Dev. with Kotlin para empresa tecnológica en Barcelona,Page Personnel Spain,Sin informacion,Sin informacion,Madrid,05-01-2023,"['Kotlin', 'REST', 'SQL', 'Access', 'Bases de Datos', 'Google Cloud Platform', 'Docker', 'Kubernetes']"
Programador/a Senior JAVA,MALTHUS DARWIN,3,Sin informacion,Málaga,08-12-2022,"['Java', 'Apache', 'AWS', 'Kafka']"
Programador/a Fullstack - Modalidad híbrida,Vermont Solutions,2,Sin informacion,Madrid,08-12-2022,"['Angular', 'HTML', 'IDE', 'IntelliJ', 'Java', 'JUnit', 'Maven', 'Springboot', 'Nodejs', 'SonarQube', 'SQL', 'VBA', 'Oracle', 'GIT', 'Jenkins']"
Middle Software Developer .Net,SoftwareONE,Sin informacion,Sin informacion,Sin informacion,08-12-2022,['Agile']
Full Stack .Net Developer,Bo Growth,3,Sin informacion,Valencia,13-12-2022,"['.NET', 'Angular', 'C', 'CSS', 'HTML', 'Hibernate', 'JavaScript', 'REST', 'SQL', 'SOAP', 'IoT']"
Fullstack Developer.,Garaje de ideas,Sin informacion,500€,Teletrabajo,08-12-2022,"['API', 'NextJS', 'ExpressJS', 'Nodejs', 'REST']"
.Net,Randstad Spain,Sin informacion,Sin informacion,Murcia,08-12-2022,"['Core', 'API', 'C', 'R', 'REST', 'SQL', 'Apache', 'Elasticsearch', 'Redis', 'SQL Server', 'Docker', 'Kubernetes', 'Kafka', 'JIRA']"
Ingeniero Open Backend,B2M,5,Sin informacion,Madrid,08-12-2022,"['C', 'HTML', 'Java', 'Spring', 'JavaScript', 'JSON', 'NoSQL', 'REST', 'RPA', 'XML', 'Apache', 'Citrix', 'MongoDB', 'Redis', 'Linux', 'Tibco', 'Oracle', 'SOAP', 'Bases de Datos', 'WebLogic', 'Scrum']"
DevOps (Banca),Common Management Solutions,3,Sin informacion,Madrid,08-12-2022,"['Angular', 'C', 'Java', 'React', 'Kotlin', 'MySQL', 'Natural', 'Python', 'Shell', 'MongoDB', 'Redis', 'Linux', 'Oracle', 'Bases de Datos', 'AWS', 'Unix', 'GIT', 'Jenkins', 'Docker', 'Hadoop', 'Kafka', 'Agile', 'Scrum']"
Analista Programador Java,"Kapres Technology, S.L.",5,Sin informacion,Madrid,08-12-2022,"['API', 'Java', 'JavaScript', 'JSON', 'MySQL', 'Shell', 'SQL', 'Tiempo Real', 'Linux', 'Scrum']"
Software Engineer,PayFit,4,Sin informacion,Barcelona,02-01-2023,"['Core', 'JavaScript', 'Next', 'Node', 'React', 'AWS', 'Docker', 'Kubernetes']"
Project Manager - Java - Arteixo (Spanish speaking),Talent 4.0,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'Java', 'J2EE', 'Hibernate', 'Spring', 'JavaScript', 'Backbone', 'React', 'REST', 'SQL', 'Docker', 'Kanban', 'Scrum']"
Data Engineer (100% remoto),VISEO - Spain,2,Sin informacion,Barcelona,08-12-2022,"['Python', 'SQL', 'SQL Server', 'AWS', 'Docker', 'ETL', 'BI', 'Tableau']"
.NET Developer,WebBeds,2,Sin informacion,Sin informacion,27-12-2022,"['Core', 'API', 'C', 'Next', 'Express', 'EDGE', 'ERP', 'Basis']"
AWS DevOps Engineer,Version 1,Sin informacion,Sin informacion,Sin informacion,24-12-2022,"['Java', 'Nodejs', 'Python', 'AWS', 'Jenkins', 'Kubernetes']"
Desarrollador Java Spring Boot,The White Team,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'Ionic', 'Java', 'Spring', 'Springboot', 'JavaScript', 'SQL', 'Bases de Datos', 'Scrum']"
Associate Principal Engineer,Nagarro,0,Sin informacion,Sin informacion,12-12-2022,"['Core', 'CSS', 'HTML', 'Java', 'Hibernate', 'Spring', 'JavaScript', 'Access', 'AWS', 'Jenkins', 'Docker', 'Agile']"
Node Backend Engineer (f/m(d),zooplus Services ESP S.L.,5,Sin informacion,Madrid,08-12-2022,"['MEAN', 'API', 'JavaScript', 'Next', 'Express', 'Node', 'React', 'TypeScript', 'REST', 'AWS', 'Jenkins', 'CMS', 'Agile', 'Kanban']"
AWS Senior DevOps Engineer,Clarivate,6,Sin informacion,Barcelona,08-12-2022,"['C', 'Maven', 'JSON', 'MySQL', 'Python', 'REST', 'Shell', 'SQL', 'DynamoDB', 'MongoDB', 'Oracle', 'AWS', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Basis']"
Java Developer,Version 1,5,Sin informacion,Valencia,08-12-2022,"['Angular', 'Java', 'Spring', 'SQL', 'Oracle', 'AWS']"
Software Engineer PHP/Symfony (Z-0107),Merlin Digital Partner,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['MySQL', 'NoSQL', 'PHP', 'Symfony', 'Elasticsearch', 'MongoDB', 'Redis', 'GIT', 'Docker', 'Agile', 'Scrum']"
️ Senior Angular Developer | Top U.S. Web Development Company | Europe | Remote!,Prometeo Talent,5,Sin informacion,Barcelona,08-12-2022,"['Angular', 'Ionic', 'JavaScript', 'Nodejs', 'NoSQL', 'AWS', 'Agile']"
Java Software Engineer,Baxter Planning,4,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'API', 'Java', 'J2EE', 'Hibernate', 'JUnit', 'Spring', 'React', 'NoSQL', 'REST', 'SQL', 'AWS', 'ETL', 'Agile']"
Backend Engineer,Seedtag,5,Sin informacion,Sin informacion,08-12-2022,"['Core', 'Nodejs', 'TypeScript', 'Natural', 'Access', 'Google Cloud Platform', 'Kubernetes']"
Software Engineer – Players,The Workshop,4,Sin informacion,Málaga,08-12-2022,"['Jasmine', 'Angular', 'Java', 'JUnit', 'Spring', 'Elasticsearch', 'Selenium', 'Docker', 'Kubernetes', 'Cassandra', 'Kafka', 'Agile']"
(Senior) Full-Stack Java Developer - Murcia - Hybrid role,Talent 4.0,3,Sin informacion,Murcia,08-12-2022,"['Core', 'Angular', 'API', 'C', 'Java', 'Spring', 'Nodejs', 'React', 'AWS', 'GIT', 'Kafka', 'JIRA', 'Agile', 'Scrum']"
SR Fullstack Developer,Selectra,4,Sin informacion,Madrid,08-12-2022,"['Next', 'ReactJS', 'PHP', 'Laravel', 'REST', 'Redis', 'AWS', 'Docker', 'Kubernetes', 'Kafka']"
[Catalog] Senior Software Engineer - Backend,ManoMano,8,Sin informacion,Barcelona,14-12-2022,"['Core', 'API', 'Java', 'JPA', 'Hibernate', 'Springboot', 'React', 'Kotlin', 'MySQL', 'SQL', 'Apache', 'Access', 'SQL Server', 'AWS', 'Docker', 'Kubernetes', 'Kafka', 'SAS']"
SITE RELIABILITY ENGINEER,Euronovate Group,2,Sin informacion,Asturias,08-12-2022,"['Go', 'Java', 'Next', 'Linux', 'AWS', 'Docker', 'Windows', 'Agile', 'Scrum', 'Basis']"
Senior Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Express', 'Nodejs', 'Node', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'AWS', 'GIT', 'Docker', 'JIRA', 'Agile']"
Principal Software Engineer- Senior Node.js developer- Remoto.,Page Personnel Spain,0,Sin informacion,Madrid,31-12-2022,"['Node', 'Kubernetes']"
Programador/a Senior JAVA,MALTHUS DARWIN,3,Sin informacion,Málaga,08-12-2022,"['Java', 'Apache', 'AWS', 'Kafka']"
Middle Software Developer .Net,SoftwareONE,Sin informacion,Sin informacion,Sin informacion,08-12-2022,['Agile']
Fullstack Developer.,Garaje de ideas,Sin informacion,500€,Asturias,08-12-2022,"['API', 'NextJS', 'ExpressJS', 'Nodejs', 'REST']"
Desarrollador Java Aws,Randstad Spain,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'Springboot', 'JavaScript', 'R', 'AWS']"
Senior Developer,B2M,5,Sin informacion,Madrid,08-12-2022,"['Java', 'JavaScript', 'TypeScript', 'Kotlin', 'GIT']"
Backend Python Developer - Cliente: Gran empresa de delivery,"Kapres Technology, S.L.",4,Sin informacion,Madrid,08-12-2022,"['Python', 'AWS']"
Full Stack Java (Remoto),Bo Growth,3,Sin informacion,Murcia,08-12-2022,"['Angular', 'CSS', 'HTML', 'Java', 'JPA', 'Hibernate', 'Maven', 'Spring', 'JavaScript', 'Bases de Datos', 'GIT', 'Jenkins', 'Kubernetes']"
DevOps (Banca),Common Management Solutions,3,Sin informacion,Madrid,08-12-2022,"['Angular', 'C', 'Java', 'React', 'Kotlin', 'MySQL', 'Natural', 'Python', 'Shell', 'MongoDB', 'Redis', 'Linux', 'Oracle', 'Bases de Datos', 'AWS', 'Unix', 'GIT', 'Jenkins', 'Docker', 'Hadoop', 'Kafka', 'Agile', 'Scrum']"
Java Lead/Scrum - Arteixo (Spanish speaking),Talent 4.0,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['HTML', 'Java', 'Spring', 'JavaScript', 'React', 'Redux', 'REST', 'SQL', 'DB2', 'SOAP', 'BBDD', 'Docker', 'Scrum']"
Site Reliability Engineer (SRE) - Platform Expert tribe - Devexp ToDD,PayFit,4,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'JavaScript', 'Next', 'Node', 'React', 'TypeScript', 'REST', 'MongoDB', 'AWS', 'Docker', 'Kubernetes']"
AWS DevOps Engineer,Version 1,Sin informacion,Sin informacion,Málaga,24-12-2022,"['Java', 'Nodejs', 'Python', 'AWS', 'Jenkins', 'Kubernetes']"
Site Reliability Engineer,WebBeds,3,Sin informacion,Sin informacion,20-12-2022,"['Core', 'API', 'C', 'Go', 'Next', 'Express', 'Python', 'Linux', 'AWS', 'EDGE', 'Docker', 'Kubernetes', 'ERP']"
Xamarin Developer (Microsoft),VISEO - Spain,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['API', 'C', 'iOS', 'Xamarin', 'Microsoft Azure', 'GIT']"
Java Developer,Version 1,5,Sin informacion,Málaga,08-12-2022,"['Angular', 'Java', 'Spring', 'SQL', 'Oracle', 'AWS']"
️ Senior Angular Developer | Top U.S. Web Development Company | Europe | Remote!,Prometeo Talent,5,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'Ionic', 'JavaScript', 'Nodejs', 'NoSQL', 'AWS', 'Agile']"
Software Engineer PHP/Symfony (Z-0107),Merlin Digital Partner,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['MySQL', 'NoSQL', 'PHP', 'Symfony', 'Elasticsearch', 'MongoDB', 'Redis', 'GIT', 'Docker', 'Agile', 'Scrum']"
Software Engineer,Clarivate,3,Sin informacion,Barcelona,08-12-2022,"['.NET', 'ASP.NET', 'Core', 'Angular', 'API', 'ASP', 'C', 'Java', 'JavaScript', 'Next', 'Reports', 'REST', 'SQL', 'AWS', 'Agile']"
(Senior) Full-Stack Java Developer - Remote,Talent 4.0,3,Sin informacion,Murcia,08-12-2022,"['Core', 'Angular', 'API', 'C', 'Go', 'Java', 'Spring', 'Nodejs', 'React', 'AWS', 'GIT', 'Kafka', 'JIRA', 'Agile', 'Scrum']"
SR Front End Developer,Selectra,5,Sin informacion,Madrid,08-12-2022,"['JavaScript', 'Next', 'Nodejs', 'ReactJS', 'React', 'Redux', 'React Native', 'REST', 'AWS', 'Docker', 'Kubernetes']"
[Catalog Gear] Senior Software Engineer - Frontend,ManoMano,8,Sin informacion,Barcelona,08-12-2022,"['Core', 'CSS', 'Sass', 'Java', 'JavaScript', 'Next', 'NextJS', 'Nodejs', 'React', 'Redux', 'TypeScript', 'Kotlin', 'Apache', 'Access', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Kafka', 'JIRA', 'SAS']"
SITE RELIABILITY ENGINEER,Euronovate Group,2,Sin informacion,Sin informacion,08-12-2022,"['Go', 'Java', 'Next', 'Linux', 'AWS', 'Docker', 'Windows', 'Agile', 'Scrum', 'Basis']"
Senior Full-Stack Developer,Kodify,5,Sin informacion,Sin informacion,08-12-2022,"['Core', 'API', 'CSS', 'HTML', 'JavaScript', 'Next', 'Express', 'Node', 'React', 'Redux', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'AWS', 'GIT', 'Docker', 'JIRA', 'Agile']"
Fullstack Java,Page Personnel Spain,Sin informacion,Sin informacion,Madrid,05-01-2023,"['Angular', 'Java', 'Spring', 'Springboot', 'Python', 'REST']"
Analista Java,MALTHUS DARWIN,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'JIRA']"
NodeJS Developer,B2M,3,Sin informacion,Madrid,08-12-2022,"['JavaScript', 'ExpressJS', 'Nodejs', 'Node', 'MongoDB', 'Bases de Datos', 'GIT']"
Analista Programador fullstack Java,"Kapres Technology, S.L.",Sin informacion,Sin informacion,Madrid,08-12-2022,"['API', 'Java', 'JavaScript', 'JSON', 'MySQL', 'Natural', 'Shell', 'SQL', 'Tiempo Real', 'Linux', 'SAN', 'Scrum']"
️ Senior Angular Developer | Top U.S. Web Development Company | Europe | Remote!,Prometeo Talent,5,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'Ionic', 'JavaScript', 'Nodejs', 'NoSQL', 'AWS', 'Agile']"
Medior Java Developer - Alicante - Fintech software - Spanish/English required,Talent 4.0,2,Sin informacion,Alicante,08-12-2022,"['API', 'Java', 'Hibernate', 'JUnit', 'Springboot', 'REST', 'Jenkins', 'JIRA', 'Agile', 'Scrum']"
Software Engineer,Clarivate,3,Sin informacion,Barcelona,22-12-2022,"['Angular', 'C', 'Java', 'Python', 'SQL', 'Apache', 'Elasticsearch', 'Oracle', 'AWS', 'Agile']"
[Catalog Gear] Software Engineer - Backend,ManoMano,8,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Java', 'JPA', 'Hibernate', 'Springboot', 'Next', 'React', 'Kotlin', 'MySQL', 'SQL', 'Apache', 'Cucumber', 'Access', 'SQL Server', 'AWS', 'Docker', 'Kubernetes', 'Kafka', 'SAS']"
Java Microservices Engineer - SaaS Leader Company,Page Personnel Spain,3,Sin informacion,Barcelona,31-12-2022,"['Java', 'Maven', 'Spring', 'Next', 'Linux', 'AWS', 'Docker', 'Kubernetes']"
Programador/a JAVA,MALTHUS DARWIN,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Spring', 'REST', 'SQL', 'DB2', 'SOAP', 'BBDD', 'GIT', 'SVN', 'Docker', 'JIRA']"
Full Stack Developer,B2M,4,Sin informacion,Madrid,08-12-2022,"['CSS3', 'HTML5', 'JavaScript', 'AngularJS', 'ExpressJS', 'Nodejs', 'Node', 'ReactJS', 'MongoDB', 'Bases de Datos', 'GIT']"
️ Senior Angular Developer | Top U.S. Web Development Company | Europe | Remote!,Prometeo Talent,5,Sin informacion,Málaga,08-12-2022,"['Angular', 'Ionic', 'JavaScript', 'Nodejs', 'NoSQL', 'AWS', 'Agile']"
Senior Java Developer - Alicante - Fintech software - Spanish/English,Talent 4.0,5,Sin informacion,Alicante,08-12-2022,"['API', 'Java', 'Hibernate', 'JUnit', 'Springboot', 'REST', 'Jenkins', 'JIRA', 'Agile', 'Scrum']"
Desarrollador Backend con Java,Page Personnel Spain,4,Sin informacion,Madrid,03-01-2023,"['Java', 'Kafka']"
Programmer | Python DevOps,MALTHUS DARWIN,1,Sin informacion,Barcelona,08-12-2022,"['Python', 'GIT']"
️ Senior Angular Developer | Top U.S. Web Development Company | Europe | Remote!,Prometeo Talent,5,Sin informacion,Valencia,08-12-2022,"['Angular', 'Ionic', 'JavaScript', 'Nodejs', 'NoSQL', 'AWS', 'Agile']"
(Senior) Full-Stack Java Developer - Murcia,Talent 4.0,3,Sin informacion,Murcia,08-12-2022,"['Core', 'Angular', 'API', 'C', 'Java', 'Spring', 'Nodejs', 'React', 'AWS', 'GIT', 'Kafka', 'JIRA', 'Agile', 'Scrum']"
Full Stack (Node + Angular),Page Personnel Spain,3,Sin informacion,Madrid,03-01-2023,"['Angular', 'JavaScript', 'Nodejs', 'Node', 'TypeScript', 'MySQL', 'MongoDB']"
ANALISTA PROGRAMADOR/A PYTHON,MALTHUS DARWIN,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'Python', 'AWS']"
Senior Angular Developer | Top U.S. Web Development Company | Europe | Remote!,Prometeo Talent,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'Ionic', 'JavaScript', 'Nodejs', 'NoSQL', 'AWS', 'Agile']"
Desarrollador de software,Page Personnel Spain,Sin informacion,Sin informacion,Sin informacion,03-01-2023,"['JavaScript', 'Nodejs', 'React', 'Bases de Datos', 'Scrum']"
ANALISTA PROGRAMADOR/A PYTHON,MALTHUS DARWIN,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'Python', 'AWS']"
DevOps Engineer ‍ | International IT Consultancy |,Prometeo Talent,0,Sin informacion,Madrid,08-12-2022,"['MySQL', 'Elasticsearch', 'AWS', 'Docker', 'Kubernetes']"
Desarrollador NodeJS + SQL,Page Personnel Spain,2,Sin informacion,Madrid,03-01-2023,"['Express', 'Nodejs', 'Node', 'TypeScript', 'SQL', 'AWS', 'Google Cloud Platform', 'Docker']"
Analista Java,MALTHUS DARWIN,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'JIRA']"
DevOps Engineer ‍ | International IT Consultancy | Barcelona,Prometeo Talent,0,Sin informacion,Barcelona,08-12-2022,"['MySQL', 'Elasticsearch', 'AWS', 'Docker', 'Kubernetes']"
Back-end Developer .NET,Page Personnel Spain,Sin informacion,Sin informacion,Sin informacion,03-01-2023,"['.NET', 'ASP.NET', 'Core', 'Entity Framework', 'Angular', 'API', 'ASP', 'C', 'JavaScript', 'Nodejs', 'SQL', 'SQL Server', 'AWS', 'GIT', 'Agile']"
Programmer | Python DevOps,MALTHUS DARWIN,1,Sin informacion,Barcelona,08-12-2022,"['Python', 'GIT']"
MID .Net Developer (Barcelona) - Hybrid,Page Personnel Spain,Sin informacion,Sin informacion,Barcelona,31-12-2022,"['Core', 'Entity Framework', 'SQL', 'BBDD', 'GIT']"
Programador/a JAVA,MALTHUS DARWIN,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Spring', 'REST', 'SQL', 'DB2', 'SOAP', 'BBDD', 'GIT', 'SVN', 'Docker', 'JIRA']"
Programador Java Full Stack,Page Personnel Spain,Sin informacion,Sin informacion,Madrid,31-12-2022,"['Angular', 'Java', 'Spring']"
"Lead Java Developer (Springboot, AWS) - SaaS company",Page Personnel Spain,Sin informacion,175€,Barcelona,03-01-2023,"['API', 'C', 'Java', 'Spring', 'Springboot', 'NoSQL', 'Python', 'REST', 'SQL', 'SOAP', 'AWS', 'Docker', 'Kubernetes', 'Agile']"
"Software engineer (Java, springboot) - (35K-50K)",Page Personnel Spain,Sin informacion,175€,Barcelona,03-01-2023,"['API', 'C', 'Java', 'Spring', 'Springboot', 'NoSQL', 'Python', 'REST', 'SQL', 'SOAP', 'AWS', 'Docker', 'Kubernetes', 'Agile']"
Senior Java engineer (100% Remote),Page Personnel Spain,Sin informacion,Sin informacion,Madrid,31-12-2022,"['API', 'C', 'Java', 'Spring', 'Springboot', 'Python', 'Scala', 'AWS', 'Docker', 'Kubernetes', 'Agile']"
Backend Java Developer full remote (English required),Page Personnel Spain,Sin informacion,Sin informacion,Madrid,05-01-2023,"['Cycle', 'Go', 'HTML', 'Java', 'Maven', 'Spring', 'JavaScript', 'MySQL', 'NoSQL', 'Access', 'EDGE', 'GIT']"
Senior Backend developer,Page Personnel Spain,5,Sin informacion,Barcelona,03-01-2023,"['Java', 'Spring', 'Node', 'Python', 'AWS', 'Docker', 'Kubernetes']"
Backend Developer - EdTech Company.,Page Personnel Spain,4,Sin informacion,Barcelona,03-01-2023,"['Angular', 'Java', 'Spring', 'NoSQL', 'REST', 'SQL', 'MongoDB', 'AWS', 'Agile', 'Scrum']"
